,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSG00000274523,2903.861700995081,0.5153812269454155,0.114543783049439,4.4994255753100845,6.813732913215378e-06,0.00028070660241063356
ENSG00000283486,470.13350026678205,-0.9739010471446007,0.21681152870847828,-4.491924635862396,7.058240218507368e-06,0.00028975933528609197
ENSG00000167508,2586.2550519034835,-0.635351769022331,0.14156901444872913,-4.487929590358426,7.191868800525083e-06,0.0002942128145669352
ENSG00000023734,9002.200448653448,0.5485838659066552,0.1222946920115958,4.485753689576644,7.2656638581683585e-06,0.0002961960527545986
ENSG00000166200,1468.1961565422112,0.6444811007771019,0.14371092418100445,4.484565835547585,7.306254584441247e-06,0.00029681659249292564
ENSG00000149485,4216.846237848389,-0.5393011560991252,0.12034385211922176,-4.481335328744941,7.417745551887924e-06,0.00030030319362314435
ENSG00000008128,335.857314855638,-0.8363112054795742,0.186654301660817,-4.480535396389072,7.4456030104431465e-06,0.0003003915697316718
ENSG00000181007,2351.474173134758,-0.5939628489272593,0.1327416191550971,-4.474578905303732,7.656204971007773e-06,0.0003078267978034053
ENSG00000263711,339.43425701411866,-0.8098010479395437,0.1813526633458577,-4.46533860048789,7.994221899136725e-06,0.00031922319528976005
ENSG00000131747,9448.255545143713,-0.50532092929602,0.11324469649720716,-4.462203925889653,8.112096974583494e-06,0.00032282834898852676
ENSG00000102471,251.78812886666267,0.9103855360205058,0.204226226635302,4.457730777380671,8.283184127255731e-06,0.00032740964286787853
ENSG00000117614,3048.212406046816,-0.5062358923153432,0.1135887053250259,-4.456744980645617,8.321349556701144e-06,0.0003278107401124693
ENSG00000151729,767.9428502307649,0.6686409931010487,0.15005376760520808,4.456009360992822,8.34993875076014e-06,0.00032783316571776387
ENSG00000143933,18791.705672913777,0.520240158116547,0.11679446619556741,4.4543219817061095,8.415872304226595e-06,0.00032931674233930154
ENSG00000116661,1256.5611818217365,0.602429385421845,0.13545009124298502,4.447611514274597,8.6830384180884e-06,0.0003386384983054476
ENSG00000170545,1585.9161569331716,0.5477793369812028,0.12333260762869049,4.4414802177082535,8.934216164735203e-06,0.0003472768409548235
ENSG00000135637,882.9553063676558,-0.624874990284214,0.14077460365127942,-4.438833241769421,9.04478592206258e-06,0.00035041058042427874
ENSG00000180806,812.3758089175996,-0.6456199738804018,0.14547777182545213,-4.437928666209109,9.082870813643702e-06,0.00035072471458624197
ENSG00000228393,504.4220831409241,-0.7967223586452316,0.17987899379356231,-4.429212893861236,9.457762678157599e-06,0.00036399941886330233
ENSG00000109881,2336.046912412527,-0.7268634901264848,0.16416115727660507,-4.427743457617982,9.522406350349624e-06,0.00036528575180029706
ENSG00000231208,484.47147752849537,-0.7753653062366215,0.17538779412827052,-4.420862410012154,9.830775786886538e-06,0.00037465823031456835
ENSG00000175166,8590.512167651914,0.504975858168908,0.11446323997763898,4.411685867598696,1.0256885128238966e-05,0.0003883776511211582
ENSG00000123505,3993.4211949100895,0.5428380038632769,0.12308193364942631,4.4103792308742875,1.0318974379910461e-05,0.00038945806530629805
ENSG00000197903,2159.188367323074,0.5210157247937449,0.11818592451616239,4.408441419117502,1.0411717336594683e-05,0.0003916948322770347
ENSG00000112208,1236.349566317616,0.5964897633889329,0.13536779334074686,4.406437814107326,1.0508445863520878e-05,0.00039406671988203294
ENSG00000011422,5919.592653848959,0.508210405656566,0.11545548643041252,4.401786535825435,1.0736315989668581e-05,0.000401325549773554
ENSG00000111424,1764.4054827132254,0.5785659781490624,0.13148339938008702,4.400296774169694,1.0810292914950262e-05,0.0004015251654124383
ENSG00000171202,1019.5424812412731,0.6247754967623097,0.14218004836274595,4.394255762020219,1.1115289130898525e-05,0.00041024884173978784
ENSG00000072506,3011.0509004067903,0.5531667530236503,0.12597861698422663,4.390957499500971,1.1285259957162743e-05,0.0004152123946503273
ENSG00000102931,940.1323215182667,0.6479560458830037,0.14771952195593893,4.386394142788202,1.1524521145110719e-05,0.0004213653043681107
ENSG00000108306,210.3594743867825,-0.9616923431307483,0.21921856467794837,-4.3869110471713935,1.149717811798006e-05,0.0004213653043681107
ENSG00000023287,10078.55553813929,-0.5373668470938338,0.1226317878505088,-4.381953949402559,1.1761967344961749e-05,0.0004287072209845871
ENSG00000167470,1209.2688711720293,-0.6574653630922478,0.1500699943883684,-4.381058090738534,1.1810437569986215e-05,0.00042913701729453013
ENSG00000206417,132.0480591873919,-1.393066628443163,0.3181174979991667,-4.379094633916717,1.1917337617327261e-05,0.0004316806505347646
ENSG00000151465,3303.0502456912454,0.5269882988885556,0.12043740660896071,4.375619782312275,1.2108792475447884e-05,0.0004372619505022847
ENSG00000173917,1984.234691662352,0.5663003446450974,0.12956165583997287,4.370894621357411,1.2373850407981754e-05,0.00044545861468734316
ENSG00000168282,532.3349364387791,0.7074731144084265,0.16189156968873428,4.370042960042151,1.2422209520723895e-05,0.0004458277650075754
ENSG00000160752,7289.265189725967,-0.513648354256226,0.11760004759795661,-4.367756346598205,1.2552941979173548e-05,0.0004491419607227233
