,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSG00000183688,67.23851761733258,-1.5108784765997154,0.39225082355948665,3.851817219628052,0.00011724452390838383,0.0011789014353342999
ENSG00000123095,317.46182543292934,0.7557503229375016,0.19626894714254228,-3.8505853011410425,0.00011783587931751671,0.0011839782591734345
ENSG00000267453,316.32560681754336,-0.8001426137390055,0.20787147652594612,3.849217925957885,0.00011849555085621268,0.0011888619552936502
ENSG00000102178,794.4725751083165,-0.5986522026668205,0.15558015356277755,3.847869981856398,0.0001191492554201112,0.001194545426777762
ENSG00000139263,1196.5721392447995,0.5565381535243551,0.1446448369877284,-3.847618519363892,0.00011927158145495286,0.0011948970797553617
ENSG00000197746,13262.811769839178,-0.5286464599160677,0.13743169787416556,3.8466123033719923,0.0001197622496107947,0.0011989356786694689
ENSG00000090013,1143.8471001171292,-0.559392961534982,0.14543982757019916,3.8462157916474484,0.00011995612567585106,0.0011999993726302266
ENSG00000135090,1226.8756247594372,0.5756810466142804,0.1497046625648857,-3.845445003189303,0.00012033385297612799,0.0012028993551153817
ENSG00000179091,3739.924954723211,-0.5681035064812451,0.1477605272087165,3.844758253188828,0.00012067134141594753,0.0012053931587829331
ENSG00000144852,14.651916997489112,3.412870848944715,0.8879657471243261,-3.843471282532333,0.00012130619989746416,0.001210066202260309
ENSG00000102048,184.22170468241876,-0.9340983044954111,0.24303630498088988,3.8434517203874536,0.00012131587409298315,0.001210066202260309
ENSG00000134533,70.46865746222375,-1.4610788095632166,0.38036720547319586,3.8412323369086496,0.0001224181753690493,0.001219814040364815
ENSG00000144746,1870.500187685966,-0.570222949340582,0.14845203414997887,3.8411258734554914,0.00012247128919325452,0.001219814040364815
ENSG00000203804,57.71349855463842,1.6135816651231096,0.4201537112666243,-3.840455580550973,0.00012280619263853432,0.0012222607617621566
ENSG00000197372,158.5867974193469,0.9890330064618292,0.2575783055291452,-3.839737218668516,0.00012316607150737984,0.0012249523233794966
ENSG00000198799,223.20031481590956,0.8739212797816059,0.2278091557164772,-3.836199107244205,0.00012495311820321585,0.0012418236239427004
ENSG00000152464,718.0711731440549,0.6751966984777744,0.17602147969773374,-3.835876732982989,0.00012511715383906145,0.0012425521550586995
ENSG00000049130,186.55846241791835,-0.968927901082144,0.2526960299860127,3.8343613911772825,0.00012589093758346635,0.0012493307175402695
ENSG00000140365,2759.4149372248767,-0.509632618370581,0.13292901630290313,3.8338703809354135,0.00012614262973929493,0.0012506342062946786
ENSG00000129562,2562.7489824406393,-0.5071814196396016,0.1322938514471383,3.833748992047904,0.00012620492684185805,0.0012506342062946786
ENSG00000183011,760.6377763554459,-0.596305414174371,0.1555816707618914,3.8327484931498224,0.00012671949117563897,0.0012548253301882689
ENSG00000075142,1024.1278579746756,-0.6542155370148988,0.170715245239942,3.832203363533188,0.00012700068714334382,0.001256701163604114
ENSG00000125149,373.68641187884344,0.7249178875993254,0.18920552791099088,-3.83137794969898,0.0001274275826953748,0.0012600149783488506
ENSG00000124198,1220.5990297755116,0.5572086893838912,0.1454929317178696,-3.8297990342540764,0.00012824795208359236,0.0012672119074926388
ENSG00000171680,32.072773995174124,2.02695302098312,0.5295542886376965,-3.827658588503839,0.00012936803025651408,0.0012764374455064556
ENSG00000171241,1272.0038603862777,-0.5834948014758234,0.1524362476069693,3.827795623651565,0.00012929604552865934,0.0012764374455064556
ENSG00000165609,1383.4794408817345,-0.5845523137770839,0.1527575616773636,3.826666957487224,0.00012989006185472595,0.0012797441705758791
ENSG00000181827,512.8315881849674,0.7252685458235849,0.18952728083678996,-3.826723744578727,0.00012986011350233723,0.0012797441705758791
ENSG00000112715,1949.265707360226,0.5490586193376962,0.14359129740025708,-3.8237597213653505,0.0001314320044155541,0.0012940052483616199
ENSG00000094916,2388.6728640319534,-0.5526869566373124,0.14457547213126037,3.822826572791868,0.0001319305742192513,0.001297980757135522
ENSG00000164181,711.2382527348401,0.6027129064148966,0.15777617228269553,-3.8200502502683706,0.00013342448855680999,0.0013115488600851882
ENSG00000140548,157.98591567364394,0.9618596736635693,0.25180176036114266,-3.819908456096722,0.0001335012129214131,0.0013115488600851882
ENSG00000100714,1653.870376976895,-0.5249571780647698,0.13752094819949037,3.817288819905877,0.00013492618964668985,0.0013236491169136228
ENSG00000141873,615.5412711948082,-0.6384401953116183,0.16724588207673777,3.817374678431135,0.00013487925979472468,0.0013236491169136228
ENSG00000110042,1082.8097991576872,-0.5827449017323055,0.152797791960322,3.813830646738866,0.00013682924962642949,0.001339440009745498
ENSG00000149806,11430.972078180755,-0.5395735577146077,0.14147284490383724,3.813972625498341,0.00013675062235861973,0.001339440009745498
ENSG00000136603,4270.091818765735,0.5281633394493424,0.13860507754646628,-3.810562706638793,0.00013865083652748734,0.0013563022901742423
ENSG00000174579,969.9612215617385,0.5750297104459527,0.15096268318854328,-3.8090851215712385,0.00013948193671524574,0.0013634583321308282
ENSG00000136813,1415.1354259656687,0.5716753352369406,0.15028108445105015,-3.8040405239632658,0.0001423548766078316,0.0013905492404737902
ENSG00000204344,1263.985386413972,0.6272329227750583,0.16491721665497594,-3.803319844327079,0.00014276983051711445,0.0013926159750227082
ENSG00000171729,1123.3142000081139,0.5518873795189264,0.14513801387876707,-3.802500563221946,0.0001432429408146694,0.0013962363519266175
ENSG00000184900,1077.9215291130645,-0.5585288945169227,0.14691486485675173,3.8017180566548676,0.00014369619314096304,0.001399658154385127
